year;age;sex;population
1899;14;1;30999
1899;14;2;30667
1899;15;1;31604
1899;15;2;31069
1899;16;1;31660
1899;16;2;30989
1899;17;1;31919
1899;17;2;31303
1899;18;1;32742
1899;18;2;32370
1899;19;1;28625
1899;19;2;29612
1899;20;1;29256
1899;20;2;30362
1899;21;1;29580
1899;21;2;30899
1899;22;1;30304
1899;22;2;31139
1899;23;1;30801
1899;23;2;31681
1899;24;1;29367
1899;24;2;29511
1899;25;1;27943
1899;25;2;27906
1899;26;1;27261
1899;26;2;26985
1899;27;1;27105
1899;27;2;26844
1899;28;1;26152
1899;28;2;25971
1899;29;1;25088
1899;29;2;25238
1899;30;1;24392
1899;30;2;24692
1899;31;1;23736
1899;31;2;24158
1899;32;1;23290
1899;32;2;23801
1899;33;1;22809
1899;33;2;23450
1899;34;1;22389
1899;34;2;23109
1899;35;1;21974
1899;35;2;22747
1899;36;1;21570
1899;36;2;22388
1899;37;1;20969
1899;37;2;21871
1899;38;1;20373
1899;38;2;21369
1899;39;1;19778
1899;39;2;20801
1899;40;1;19189
1899;40;2;20290
1899;41;1;18629
1899;41;2;19778
1899;42;1;17900
1899;42;2;19041
1899;43;1;17188
1899;43;2;18304
1899;44;1;16567
1899;44;2;17669
1899;45;1;15961
1899;45;2;17055
1899;46;1;15326
1899;46;2;16457
1899;47;1;15074
1899;47;2;16314
1899;48;1;14804
1899;48;2;16183
1899;49;1;14576
1899;49;2;16062
1899;50;1;14329
1899;50;2;15932
1899;51;1;14096
1899;51;2;15860
1899;52;1;13919
1899;52;2;15667
1899;53;1;13742
1899;53;2;15521
1899;54;1;13580
1899;54;2;15362
1899;55;1;13401
1899;55;2;15185
1899;56;1;13250
1899;56;2;15022
1899;57;1;12738
1899;57;2;14599
1899;58;1;12291
1899;58;2;14174
1899;59;1;11805
1899;59;2;13698
1899;60;1;11284
1899;60;2;13230
1899;61;1;10884
1899;61;2;12830
1899;62;1;10304
1899;62;2;12119
1899;63;1;9747
1899;63;2;11440
1899;64;1;9204
1899;64;2;10816
1899;65;1;8696
1899;65;2;10270
1899;66;1;8207
1899;66;2;9711
1899;67;1;7652
1899;67;2;9090
1899;68;1;7178
1899;68;2;8482
1899;69;1;6655
1899;69;2;7927
1899;70;1;6262
1899;70;2;7389
1899;71;1;5852
1899;71;2;6902
1899;72;1;5255
1899;72;2;6230
1899;73;1;4761
1899;73;2;5668
1899;74;1;4262
1899;74;2;5094
1899;75;1;3889
1899;75;2;4571
1899;76;1;3429
1899;76;2;4086
1899;77;1;2898
1899;77;2;3453
1899;78;1;2433
1899;78;2;2903
1899;79;1;2054
1899;79;2;2454
1899;80;1;1671
1899;80;2;2049
1899;81;1;1424
1899;81;2;1709
1899;82;1;1113
1899;82;2;1348
1899;83;1;859
1899;83;2;1045
1899;84;1;650
1899;84;2;838
1899;85;1;526
1899;85;2;641
1899;86;1;416
1899;86;2;510
1899;87;1;291
1899;87;2;351
1899;88;1;208
1899;88;2;278
1899;89;1;164
1899;89;2;189
1899;90;1;99
1899;90;2;115
1899;91;1;66
1899;91;2;89
1899;92;1;44
1899;92;2;69
1899;93;1;33
1899;93;2;41
1899;94;1;14
1899;94;2;22
1899;95;1;10
1899;95;2;17
1899;96;1;6
1899;96;2;9
1899;97;1;3
1899;97;2;10
1899;98;1;4
1899;98;2;5
1899;99;1;4
1899;99;2;4
1899;100;1;0
1899;100;2;0
1899;101;1;0
1899;101;2;0
1899;102;1;0
1899;102;2;0
1899;103;1;0
1899;103;2;0
1899;104;1;0
1899;104;2;0
1899;105;1;0
1899;105;2;0
1898;0;1;40770
1898;0;2;40754
1898;1;1;38332
1898;1;2;38093
1898;2;1;37245
1898;2;2;36995
1898;3;1;34769
1898;3;2;34149
1898;4;1;33976
1898;4;2;34126
1898;5;1;34265
1898;5;2;34155
1898;6;1;33394
1898;6;2;33390
1898;7;1;33545
1898;7;2;33554
1898;8;1;30678
1898;8;2;30685
1898;9;1;31729
1898;9;2;31667
1898;10;1;31771
1898;10;2;31443
1898;11;1;31442
1898;11;2;31420
1898;12;1;31309
1898;12;2;31425
1898;13;1;30995
1898;13;2;30737
1898;14;1;31651
1898;14;2;31141
1898;15;1;31521
1898;15;2;30904
1898;16;1;31771
1898;16;2;31228
1898;17;1;32626
1898;17;2;32300
1898;18;1;28872
1898;18;2;29750
1898;19;1;29529
1898;19;2;30500
1898;20;1;29722
1898;20;2;30925
1898;21;1;30449
1898;21;2;31136
1898;22;1;30938
1898;22;2;31684
1898;23;1;29516
1898;23;2;29653
1898;24;1;28045
1898;24;2;28025
1898;25;1;27428
1898;25;2;27171
1898;26;1;27156
1898;26;2;26942
1898;27;1;26227
1898;27;2;26092
1898;28;1;25186
1898;28;2;25400
1898;29;1;24492
1898;29;2;24841
1898;30;1;23810
1898;30;2;24323
1898;31;1;23366
1898;31;2;23969
1898;32;1;22884
1898;32;2;23610
1898;33;1;22450
1898;33;2;23272
1898;34;1;22053
1898;34;2;22897
1898;35;1;21641
1898;35;2;22558
1898;36;1;21085
1898;36;2;22028
1898;37;1;20502
1898;37;2;21541
1898;38;1;19911
1898;38;2;20970
1898;39;1;19286
1898;39;2;20412
1898;40;1;18742
1898;40;2;19881
1898;41;1;18021
1898;41;2;19145
1898;42;1;17329
1898;42;2;18398
1898;43;1;16717
1898;43;2;17810
1898;44;1;16140
1898;44;2;17222
1898;45;1;15545
1898;45;2;16655
1898;46;1;15310
1898;46;2;16501
1898;47;1;15067
1898;47;2;16350
1898;48;1;14803
1898;48;2;16236
1898;49;1;14575
1898;49;2;16114
1898;50;1;14346
1898;50;2;16051
1898;51;1;14179
1898;51;2;15855
1898;52;1;14005
1898;52;2;15756
1898;53;1;13878
1898;53;2;15619
1898;54;1;13670
1898;54;2;15428
1898;55;1;13565
1898;55;2;15271
1898;56;1;13054
1898;56;2;14916
1898;57;1;12633
1898;57;2;14506
1898;58;1;12171
1898;58;2;14058
1898;59;1;11660
1898;59;2;13591
1898;60;1;11267
1898;60;2;13196
1898;61;1;10700
1898;61;2;12521
1898;62;1;10153
1898;62;2;11845
1898;63;1;9597
1898;63;2;11206
1898;64;1;9084
1898;64;2;10723
1898;65;1;8621
1898;65;2;10136
1898;66;1;8076
1898;66;2;9556
1898;67;1;7577
1898;67;2;8968
1898;68;1;7094
1898;68;2;8395
1898;69;1;6695
1898;69;2;7867
1898;70;1;6249
1898;70;2;7418
1898;71;1;5702
1898;71;2;6747
1898;72;1;5209
1898;72;2;6210
1898;73;1;4711
1898;73;2;5605
1898;74;1;4331
1898;74;2;5050
1898;75;1;3801
1898;75;2;4537
1898;76;1;3309
1898;76;2;3917
1898;77;1;2807
1898;77;2;3363
1898;78;1;2412
1898;78;2;2810
1898;79;1;1938
1898;79;2;2376
1898;80;1;1683
1898;80;2;2005
1898;81;1;1341
1898;81;2;1624
1898;82;1;1036
1898;82;2;1267
1898;83;1;772
1898;83;2;1007
1898;84;1;629
1898;84;2;780
1898;85;1;535
1898;85;2;641
1898;86;1;374
1898;86;2;448
1898;87;1;269
1898;87;2;355
1898;88;1;223
1898;88;2;242
1898;89;1;137
1898;89;2;151
1898;90;1;102
1898;90;2;109
1898;91;1;71
1898;91;2;98
1898;92;1;44
1898;92;2;64
1898;93;1;24
1898;93;2;36
1898;94;1;13
1898;94;2;23
1898;95;1;10
1898;95;2;16
1898;96;1;4
1898;96;2;17
1898;97;1;7
1898;97;2;9
1898;98;1;8
1898;98;2;9
1898;99;1;4
1898;99;2;2
1898;100;1;0
1898;100;2;0
1898;101;1;0
1898;101;2;0
1898;102;1;0
1898;102;2;0
1898;103;1;0
1898;103;2;0
1898;104;1;0
1898;104;2;0
1898;105;1;0
1898;105;2;0
1897;0;1;40739
1897;0;2;40089
1897;1;1;37926
1897;1;2;37624
1897;2;1;35186
1897;2;2;34483
1897;3;1;34205
1897;3;2;34354
1897;4;1;34431
1897;4;2;34305
1897;5;1;33495
1897;5;2;33490
1897;6;1;33617
1897;6;2;33613
1897;7;1;30728
1897;7;2;30761
1897;8;1;31834
1897;8;2;31712
1897;9;1;31808
1897;9;2;31484
1897;10;1;31338
1897;10;2;31351
1897;11;1;31264
1897;11;2;31390
1897;12;1;31003
1897;12;2;30805
1897;13;1;31678
1897;13;2;31207
1897;14;1;31358
1897;14;2;30802
1897;15;1;31613
1897;15;2;31143
1897;16;1;32505
1897;16;2;32247
1897;17;1;29122
1897;17;2;29902
1897;18;1;29797
1897;18;2;30653
1897;19;1;29840
1897;19;2;30953
1897;20;1;30583
1897;20;2;31168
1897;21;1;31070
1897;21;2;31705
1897;22;1;29648
1897;22;2;29801
1897;23;1;28146
1897;23;2;28142
1897;24;1;27593
1897;24;2;27360
1897;25;1;27233
1897;25;2;27040
1897;26;1;26310
1897;26;2;26202
1897;27;1;25276
1897;27;2;25546
1897;28;1;24590
1897;28;2;24994
1897;29;1;23894
1897;29;2;24494
1897;30;1;23412
1897;30;2;24122
1897;31;1;22923
1897;31;2;23766
1897;32;1;22518
1897;32;2;23429
1897;33;1;22114
1897;33;2;23076
1897;34;1;21701
1897;34;2;22731
1897;35;1;21173
1897;35;2;22195
1897;36;1;20628
1897;36;2;21729
1897;37;1;20029
1897;37;2;21133
1897;38;1;19415
1897;38;2;20533
1897;39;1;18832
1897;39;2;19998
1897;40;1;18115
1897;40;2;19235
1897;41;1;17439
1897;41;2;18491
1897;42;1;16866
1897;42;2;17945
1897;43;1;16301
1897;43;2;17392
1897;44;1;15750
1897;44;2;16862
1897;45;1;15493
1897;45;2;16689
1897;46;1;15303
1897;46;2;16524
1897;47;1;15022
1897;47;2;16423
1897;48;1;14811
1897;48;2;16295
1897;49;1;14582
1897;49;2;16241
1897;50;1;14409
1897;50;2;16067
1897;51;1;14281
1897;51;2;15959
1897;52;1;14136
1897;52;2;15842
1897;53;1;13925
1897;53;2;15669
1897;54;1;13837
1897;54;2;15511
1897;55;1;13348
1897;55;2;15197
1897;56;1;12998
1897;56;2;14799
1897;57;1;12509
1897;57;2;14364
1897;58;1;12036
1897;58;2;13909
1897;59;1;11631
1897;59;2;13520
1897;60;1;11053
1897;60;2;12882
1897;61;1;10547
1897;61;2;12243
1897;62;1;9987
1897;62;2;11587
1897;63;1;9510
1897;63;2;11149
1897;64;1;9040
1897;64;2;10559
1897;65;1;8500
1897;65;2;9960
1897;66;1;8024
1897;66;2;9396
1897;67;1;7529
1897;67;2;8877
1897;68;1;7106
1897;68;2;8382
1897;69;1;6708
1897;69;2;7920
1897;70;1;6145
1897;70;2;7272
1897;71;1;5661
1897;71;2;6724
1897;72;1;5194
1897;72;2;6114
1897;73;1;4724
1897;73;2;5520
1897;74;1;4226
1897;74;2;4994
1897;75;1;3717
1897;75;2;4365
1897;76;1;3254
1897;76;2;3849
1897;77;1;2804
1897;77;2;3220
1897;78;1;2262
1897;78;2;2726
1897;79;1;1965
1897;79;2;2332
1897;80;1;1598
1897;80;2;1922
1897;81;1;1271
1897;81;2;1504
1897;82;1;958
1897;82;2;1176
1897;83;1;757
1897;83;2;972
1897;84;1;671
1897;84;2;788
1897;85;1;472
1897;85;2;570
1897;86;1;352
1897;86;2;457
1897;87;1;313
1897;87;2;323
1897;88;1;183
1897;88;2;203
1897;89;1;140
1897;89;2;149
1897;90;1;103
1897;90;2;132
1897;91;1;58
1897;91;2;90
1897;92;1;34
1897;92;2;45
1897;93;1;19
1897;93;2;31
1897;94;1;19
1897;94;2;26
1897;95;1;4
1897;95;2;25
1897;96;1;14
1897;96;2;16
1897;97;1;13
1897;97;2;19
1897;98;1;6
1897;98;2;2
1897;99;1;1
1897;99;2;2
1897;100;1;0
1897;100;2;0
1897;101;1;0
1897;101;2;0
1897;102;1;0
1897;102;2;0
1897;103;1;0
1897;103;2;0
1897;104;1;0
1897;104;2;0
1897;105;1;0
1897;105;2;0
1896;0;1;40136
1896;0;2;39591
1896;1;1;35792
1896;1;2;35033
1896;2;1;34585
1896;2;2;34637
1896;3;1;34627
1896;3;2;34463
1896;4;1;33633
1896;4;2;33595
1896;5;1;33709
1896;5;2;33690
1896;6;1;30815
1896;6;2;30843
1896;7;1;31932
1896;7;2;31787
1896;8;1;31876
1896;8;2;31536
1896;9;1;31254
1896;9;2;31294
1896;10;1;31230
1896;10;2;31374
1896;11;1;31011
1896;11;2;30871
1896;12;1;31701
1896;12;2;31292
1896;13;1;31189
1896;13;2;30713
1896;14;1;31458
1896;14;2;31053
1896;15;1;32356
1896;15;2;32177
1896;16;1;29342
1896;16;2;30047
1896;17;1;30052
1896;17;2;30807
1896;18;1;29971
1896;18;2;30992
1896;19;1;30733
1896;19;2;31202
1896;20;1;31201
1896;20;2;31713
1896;21;1;29745
1896;21;2;29922
1896;22;1;28259
1896;22;2;28243
1896;23;1;27746
1896;23;2;27535
1896;24;1;27297
1896;24;2;27147
1896;25;1;26375
1896;25;2;26334
1896;26;1;25375
1896;26;2;25697
1896;27;1;24675
1896;27;2;25154
1896;28;1;23982
1896;28;2;24677
1896;29;1;23470
1896;29;2;24275
1896;30;1;22967
1896;30;2;23923
1896;31;1;22541
1896;31;2;23569
1896;32;1;22162
1896;32;2;23228
1896;33;1;21775
1896;33;2;22862
1896;34;1;21281
1896;34;2;22351
1896;35;1;20763
1896;35;2;21931
1896;36;1;20121
1896;36;2;21282
1896;37;1;19524
1896;37;2;20674
1896;38;1;18918
1896;38;2;20090
1896;39;1;18206
1896;39;2;19327
1896;40;1;17517
1896;40;2;18583
1896;41;1;17004
1896;41;2;18087
1896;42;1;16453
1896;42;2;17555
1896;43;1;15943
1896;43;2;17068
1896;44;1;15739
1896;44;2;16903
1896;45;1;15487
1896;45;2;16686
1896;46;1;15235
1896;46;2;16613
1896;47;1;15016
1896;47;2;16466
1896;48;1;14789
1896;48;2;16418
1896;49;1;14645
1896;49;2;16253
1896;50;1;14495
1896;50;2;16148
1896;51;1;14357
1896;51;2;16050
1896;52;1;14188
1896;52;2;15891
1896;53;1;14106
1896;53;2;15751
1896;54;1;13651
1896;54;2;15460
1896;55;1;13325
1896;55;2;15099
1896;56;1;12843
1896;56;2;14694
1896;57;1;12338
1896;57;2;14228
1896;58;1;11961
1896;58;2;13836
1896;59;1;11405
1896;59;2;13226
1896;60;1;10941
1896;60;2;12599
1896;61;1;10401
1896;61;2;11964
1896;62;1;9867
1896;62;2;11554
1896;63;1;9443
1896;63;2;10941
1896;64;1;8941
1896;64;2;10362
1896;65;1;8465
1896;65;2;9808
1896;66;1;7937
1896;66;2;9340
1896;67;1;7530
1896;67;2;8822
1896;68;1;7100
1896;68;2;8403
1896;69;1;6635
1896;69;2;7750
1896;70;1;6147
1896;70;2;7220
1896;71;1;5640
1896;71;2;6623
1896;72;1;5139
1896;72;2;6034
1896;73;1;4686
1896;73;2;5494
1896;74;1;4185
1896;74;2;4829
1896;75;1;3677
1896;75;2;4285
1896;76;1;3180
1896;76;2;3635
1896;77;1;2601
1896;77;2;3055
1896;78;1;2282
1896;78;2;2684
1896;79;1;1868
1896;79;2;2249
1896;80;1;1516
1896;80;2;1757
1896;81;1;1171
1896;81;2;1401
1896;82;1;904
1896;82;2;1165
1896;83;1;802
1896;83;2;939
1896;84;1;602
1896;84;2;701
1896;85;1;473
1896;85;2;587
1896;86;1;415
1896;86;2;420
1896;87;1;252
1896;87;2;255
1896;88;1;194
1896;88;2;198
1896;89;1;147
1896;89;2;178
1896;90;1;90
1896;90;2;134
1896;91;1;50
1896;91;2;65
1896;92;1;33
1896;92;2;53
1896;93;1;30
1896;93;2;37
1896;94;1;10
1896;94;2;37
1896;95;1;23
1896;95;2;24
1896;96;1;18
1896;96;2;25
1896;97;1;8
1896;97;2;4
1896;98;1;1
1896;98;2;2
1896;99;1;2
1896;99;2;4
1896;100;1;0
1896;100;2;0
1896;101;1;0
1896;101;2;0
1896;102;1;0
1896;102;2;0
1896;103;1;0
1896;103;2;0
1896;104;1;0
1896;104;2;0
1896;105;1;0
1896;105;2;0
1895;0;1;37767
1895;0;2;36747
1895;1;1;35228
1895;1;2;35218
1895;2;1;34916
1895;2;2;34755
1895;3;1;33858
1895;3;2;33784
1895;4;1;33856
1895;4;2;33824
1895;5;1;30927
1895;5;2;30983
1895;6;1;32053
1895;6;2;31874
1895;7;1;31940
1895;7;2;31595
1895;8;1;31193
1895;8;2;31225
1895;9;1;31203
1895;9;2;31344
1895;10;1;31031
1895;10;2;30925
1895;11;1;31724
1895;11;2;31362
1895;12;1;31028
1895;12;2;30591
1895;13;1;31300
1895;13;2;30947
1895;14;1;32206
1895;14;2;32091
1895;15;1;29555
1895;15;2;30174
1895;16;1;30289
1895;16;2;30946
1895;17;1;30095
1895;17;2;31015
1895;18;1;30862
1895;18;2;31228
1895;19;1;31339
1895;19;2;31734
1895;20;1;29863
1895;20;2;30056
1895;21;1;28368
1895;21;2;28371
1895;22;1;27887
1895;22;2;27701
1895;23;1;27390
1895;23;2;27256
1895;24;1;26463
1895;24;2;26457
1895;25;1;25510
1895;25;2;25811
1895;26;1;24752
1895;26;2;25321
1895;27;1;24043
1895;27;2;24866
1895;28;1;23508
1895;28;2;24443
1895;29;1;23009
1895;29;2;24113
1895;30;1;22573
1895;30;2;23734
1895;31;1;22219
1895;31;2;23415
1895;32;1;21811
1895;32;2;23019
1895;33;1;21361
1895;33;2;22524
1895;34;1;20864
1895;34;2;22101
1895;35;1;20223
1895;35;2;21447
1895;36;1;19619
1895;36;2;20807
1895;37;1;19017
1895;37;2;20200
1895;38;1;18298
1895;38;2;19415
1895;39;1;17613
1895;39;2;18684
1895;40;1;17138
1895;40;2;18236
1895;41;1;16609
1895;41;2;17720
1895;42;1;16143
1895;42;2;17271
1895;43;1;15920
1895;43;2;17068
1895;44;1;15741
1895;44;2;16859
1895;45;1;15452
1895;45;2;16799
1895;46;1;15235
1895;46;2;16635
1895;47;1;15005
1895;47;2;16597
1895;48;1;14857
1895;48;2;16427
1895;49;1;14730
1895;49;2;16374
1895;50;1;14602
1895;50;2;16266
1895;51;1;14457
1895;51;2;16109
1895;52;1;14365
1895;52;2;15995
1895;53;1;13946
1895;53;2;15703
1895;54;1;13616
1895;54;2;15404
1895;55;1;13200
1895;55;2;14969
1895;56;1;12692
1895;56;2;14547
1895;57;1;12311
1895;57;2;14141
1895;58;1;11772
1895;58;2;13558
1895;59;1;11295
1895;59;2;12940
1895;60;1;10763
1895;60;2;12320
1895;61;1;10242
1895;61;2;11951
1895;62;1;9858
1895;62;2;11349
1895;63;1;9344
1895;63;2;10767
1895;64;1;8857
1895;64;2;10218
1895;65;1;8354
1895;65;2;9760
1895;66;1;7969
1895;66;2;9244
1895;67;1;7553
1895;67;2;8893
1895;68;1;7088
1895;68;2;8247
1895;69;1;6588
1895;69;2;7708
1895;70;1;6110
1895;70;2;7106
1895;71;1;5582
1895;71;2;6528
1895;72;1;5100
1895;72;2;6000
1895;73;1;4636
1895;73;2;5336
1895;74;1;4146
1895;74;2;4740
1895;75;1;3566
1895;75;2;4038
1895;76;1;2973
1895;76;2;3474
1895;77;1;2616
1895;77;2;3061
1895;78;1;2191
1895;78;2;2570
1895;79;1;1787
1895;79;2;2057
1895;80;1;1389
1895;80;2;1663
1895;81;1;1113
1895;81;2;1410
1895;82;1;981
1895;82;2;1152
1895;83;1;747
1895;83;2;868
1895;84;1;600
1895;84;2;736
1895;85;1;509
1895;85;2;551
1895;86;1;325
1895;86;2;365
1895;87;1;261
1895;87;2;265
1895;88;1;200
1895;88;2;246
1895;89;1;128
1895;89;2;174
1895;90;1;78
1895;90;2;106
1895;91;1;45
1895;91;2;80
1895;92;1;43
1895;92;2;52
1895;93;1;17
1895;93;2;53
1895;94;1;28
1895;94;2;41
1895;95;1;27
1895;95;2;34
1895;96;1;13
1895;96;2;5
1895;97;1;2
1895;97;2;4
1895;98;1;4
1895;98;2;6
1895;99;1;3
1895;99;2;7
1895;100;1;0
1895;100;2;0
1895;101;1;0
1895;101;2;0
1895;102;1;0
1895;102;2;0
1895;103;1;0
1895;103;2;0
1895;104;1;0
1895;104;2;0
1895;105;1;0
1895;105;2;0
1894;0;1;37659
1894;0;2;37289
1894;1;1;35521
1894;1;2;35321
1894;2;1;34170
1894;2;2;34065
1894;3;1;34040
1894;3;2;33987
1894;4;1;31080
1894;4;2;31156
1894;5;1;32204
1894;5;2;31986
1894;6;1;32021
1894;6;2;31663
1894;7;1;31120
1894;7;2;31152
1894;8;1;31181
1894;8;2;31333
1894;9;1;31069
1894;9;2;30988
1894;10;1;31776
1894;10;2;31425
1894;11;1;30859
1894;11;2;30484
1894;12;1;31146
1894;12;2;30837
1894;13;1;32040
1894;13;2;31983
1894;14;1;29748
1894;14;2;30303
1894;15;1;30506
1894;15;2;31111
1894;16;1;30167
1894;16;2;31038
1894;17;1;30979
1894;17;2;31244
1894;18;1;31463
1894;18;2;31760
1894;19;1;30002
1894;19;2;30183
1894;20;1;28477
1894;20;2;28497
1894;21;1;28045
1894;21;2;27871
1894;22;1;27477
1894;22;2;27401
1894;23;1;26547
1894;23;2;26569
1894;24;1;25602
1894;24;2;25954
1894;25;1;24858
1894;25;2;25495
1894;26;1;24120
1894;26;2;25037
1894;27;1;23573
1894;27;2;24627
1894;28;1;23040
1894;28;2;24297
1894;29;1;22621
1894;29;2;23902
1894;30;1;22270
1894;30;2;23583
1894;31;1;21876
1894;31;2;23207
1894;32;1;21470
1894;32;2;22688
1894;33;1;20993
1894;33;2;22325
1894;34;1;20326
1894;34;2;21623
1894;35;1;19715
1894;35;2;20922
1894;36;1;19073
1894;36;2;20327
1894;37;1;18376
1894;37;2;19533
1894;38;1;17701
1894;38;2;18787
1894;39;1;17259
1894;39;2;18393
1894;40;1;16763
1894;40;2;17891
1894;41;1;16336
1894;41;2;17472
1894;42;1;16117
1894;42;2;17264
1894;43;1;15923
1894;43;2;17034
1894;44;1;15668
1894;44;2;16974
1894;45;1;15462
1894;45;2;16822
1894;46;1;15234
1894;46;2;16764
1894;47;1;15092
1894;47;2;16625
1894;48;1;14943
1894;48;2;16584
1894;49;1;14856
1894;49;2;16505
1894;50;1;14707
1894;50;2;16324
1894;51;1;14640
1894;51;2;16224
1894;52;1;14248
1894;52;2;15961
1894;53;1;13958
1894;53;2;15687
1894;54;1;13523
1894;54;2;15242
1894;55;1;13031
1894;55;2;14835
1894;56;1;12623
1894;56;2;14436
1894;57;1;12141
1894;57;2;13899
1894;58;1;11643
1894;58;2;13295
1894;59;1;11121
1894;59;2;12720
1894;60;1;10609
1894;60;2;12350
1894;61;1;10264
1894;61;2;11744
1894;62;1;9741
1894;62;2;11205
1894;63;1;9274
1894;63;2;10623
1894;64;1;8781
1894;64;2;10215
1894;65;1;8423
1894;65;2;9713
1894;66;1;7977
1894;66;2;9385
1894;67;1;7521
1894;67;2;8767
1894;68;1;7047
1894;68;2;8265
1894;69;1;6565
1894;69;2;7650
1894;70;1;6050
1894;70;2;7074
1894;71;1;5598
1894;71;2;6526
1894;72;1;5102
1894;72;2;5880
1894;73;1;4626
1894;73;2;5279
1894;74;1;3994
1894;74;2;4554
1894;75;1;3365
1894;75;2;3896
1894;76;1;3009
1894;76;2;3452
1894;77;1;2509
1894;77;2;2947
1894;78;1;2086
1894;78;2;2369
1894;79;1;1674
1894;79;2;2003
1894;80;1;1379
1894;80;2;1683
1894;81;1;1203
1894;81;2;1419
1894;82;1;935
1894;82;2;1098
1894;83;1;781
1894;83;2;939
1894;84;1;665
1894;84;2;702
1894;85;1;428
1894;85;2;485
1894;86;1;340
1894;86;2;368
1894;87;1;266
1894;87;2;320
1894;88;1;188
1894;88;2;234
1894;89;1;108
1894;89;2;153
1894;90;1;70
1894;90;2;114
1894;91;1;62
1894;91;2;79
1894;92;1;36
1894;92;2;70
1894;93;1;40
1894;93;2;52
1894;94;1;37
1894;94;2;44
1894;95;1;17
1894;95;2;10
1894;96;1;8
1894;96;2;6
1894;97;1;4
1894;97;2;9
1894;98;1;4
1894;98;2;10
1894;99;1;4
1894;99;2;0
1894;100;1;0
1894;100;2;0
1894;101;1;0
1894;101;2;0
1894;102;1;0
1894;102;2;0
1894;103;1;0
1894;103;2;0
1894;104;1;0
1894;104;2;0
1894;105;1;0
1894;105;2;0
1893;0;1;38082
1893;0;2;37483
1893;1;1;34945
1893;1;2;34828
1893;2;1;34490
1893;2;2;34368
1893;3;1;31389
1893;3;2;31456
1893;4;1;32467
1893;4;2;32227
1893;5;1;32190
1893;5;2;31831
1893;6;1;31117
1893;6;2;31177
1893;7;1;31219
1893;7;2;31398
1893;8;1;31136
1893;8;2;31087
1893;9;1;31839
1893;9;2;31546
1893;10;1;30703
1893;10;2;30370
1893;11;1;31015
1893;11;2;30726
1893;12;1;31885
1893;12;2;31882
1893;13;1;29941
1893;13;2;30407
1893;14;1;30714
1893;14;2;31236
1893;15;1;30251
1893;15;2;31035
1893;16;1;31074
1893;16;2;31254
1893;17;1;31567
1893;17;2;31778
1893;18;1;30098
1893;18;2;30303
1893;19;1;28606
1893;19;2;28640
1893;20;1;28201
1893;20;2;28045
1893;21;1;27545
1893;21;2;27521
1893;22;1;26630
1893;22;2;26687
1893;23;1;25705
1893;23;2;26120
1893;24;1;24960
1893;24;2;25685
1893;25;1;24202
1893;25;2;25223
1893;26;1;23648
1893;26;2;24852
1893;27;1;23096
1893;27;2;24481
1893;28;1;22675
1893;28;2;24091
1893;29;1;22312
1893;29;2;23763
1893;30;1;21969
1893;30;2;23386
1893;31;1;21546
1893;31;2;22872
1893;32;1;21114
1893;32;2;22508
1893;33;1;20427
1893;33;2;21792
1893;34;1;19818
1893;34;2;21070
1893;35;1;19139
1893;35;2;20449
1893;36;1;18471
1893;36;2;19669
1893;37;1;17791
1893;37;2;18916
1893;38;1;17383
1893;38;2;18551
1893;39;1;16940
1893;39;2;18072
1893;40;1;16551
1893;40;2;17691
1893;41;1;16322
1893;41;2;17460
1893;42;1;16130
1893;42;2;17234
1893;43;1;15885
1893;43;2;17154
1893;44;1;15675
1893;44;2;17011
1893;45;1;15451
1893;45;2;16951
1893;46;1;15306
1893;46;2;16806
1893;47;1;15140
1893;47;2;16776
1893;48;1;15088
1893;48;2;16685
1893;49;1;14943
1893;49;2;16533
1893;50;1;14865
1893;50;2;16443
1893;51;1;14553
1893;51;2;16219
1893;52;1;14251
1893;52;2;15978
1893;53;1;13828
1893;53;2;15543
1893;54;1;13361
1893;54;2;15150
1893;55;1;12908
1893;55;2;14732
1893;56;1;12504
1893;56;2;14209
1893;57;1;11990
1893;57;2;13660
1893;58;1;11513
1893;58;2;13117
1893;59;1;11004
1893;59;2;12721
1893;60;1;10641
1893;60;2;12136
1893;61;1;10127
1893;61;2;11614
1893;62;1;9661
1893;62;2;11049
1893;63;1;9184
1893;63;2;10651
1893;64;1;8828
1893;64;2;10170
1893;65;1;8425
1893;65;2;9855
1893;66;1;7999
1893;66;2;9265
1893;67;1;7567
1893;67;2;8808
1893;68;1;7056
1893;68;2;8210
1893;69;1;6550
1893;69;2;7674
1893;70;1;6081
1893;70;2;7059
1893;71;1;5592
1893;71;2;6442
1893;72;1;5120
1893;72;2;5863
1893;73;1;4445
1893;73;2;5105
1893;74;1;3800
1893;74;2;4396
1893;75;1;3399
1893;75;2;3914
1893;76;1;2893
1893;76;2;3362
1893;77;1;2451
1893;77;2;2753
1893;78;1;1992
1893;78;2;2334
1893;79;1;1667
1893;79;2;2001
1893;80;1;1480
1893;80;2;1721
1893;81;1;1174
1893;81;2;1381
1893;82;1;984
1893;82;2;1171
1893;83;1;867
1893;83;2;914
1893;84;1;567
1893;84;2;661
1893;85;1;453
1893;85;2;520
1893;86;1;365
1893;86;2;415
1893;87;1;265
1893;87;2;320
1893;88;1;172
1893;88;2;217
1893;89;1;118
1893;89;2;169
1893;90;1;87
1893;90;2;120
1893;91;1;62
1893;91;2;101
